"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","UniversitÃ.tsprofessor_int_rating","UniversitÃ.tsprofessor_acc_rating","FuÃ.ballhooligan_int_rating","FuÃ.ballhooligan_acc_rating","subjID","sex","professor_int_rating","professor_acc_rating","soccer.hooligan_int_rating","soccer.hooligan_acc_rating","triv31_raw","triv31_correct","correct_raw","skipped_raw","correct_pct","correct_skip_pct"
"20161102-175904","110","w",1,"UniversitÃ¤tsprofessor","Ich stelle mir vor, als UniversitÃ¤tsprofessor hÃ¤tte ich einen geregelten Tagesablauf - WÃ¶chentlich verschiedene Vorlesungen wo ich mein Curriculum Ã¼ber Jahre ausgearbeitet habe und immer wieder die gleichen Vorlesungen gebe, sie eventuell etwas ergÃ¤nze. Nebenbei betÃ¤tige ich mich in der Forschung - arbeite an Studien, betreue Studenten bei ihren masterarbeiten oder batchlorarbeiten. sonst muss ich noch an verschiedene fundraisern teilnehmen um Gled fÃ¼r mein bestimmtes Fach und meine eigenen Forschungen zur VerfÃ¼gung gestellt zu bekommen. Meine Freizeitgestalltung kann ganz variabel sein. Ich lese gerne interlektuelle Sachen aber mache auch gerne als ausgleich sport oder treffe mich mit freunden. meine persÃ¶nlichkeitsmerkmale sind mein enthusiasmus fÃ¼r mein fach, eine nahbarkeit die es mir ermÃ¶glicht gut mit meinen studenten zu kommunizieren. ausserdem besitze ich eine trockene art von humor die bei den studenten gut ankommt","Uganda","False","ASCII","True","Bisamratte","False","Mars","False",12,"True","Bangladesch","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","Chrysler","False",180,"True","Mars","False","Michail Gorbatschow","True","Druck","False","King Blue","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Henri Matisse","False","Rio Lobos","False","Im Rachen","True","Sibirien","True","Mars","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Humanmedizin","Deutsch","female","vier Jahre oder mehr","Sozialpsychologie","Allgemeinwissen","Priming analysieren","ja",NA,"nein",NA,"nein","ja",71,20,31,10,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161102-182444","111","m",0,"FuÃballhooligan","MOrgens schlafe ich aus, da ich keine fixe Arbeitsstelle jhabe. Ich verbringe den restlichen Vormittag mit Videogames, am Mittag mache ich mir eine TiefkÃ¼hlpizza. Ab 3 Uhr gehts in die Bar, da am Abend ein Spiel ansteht. Ich treffe mich gerne und oft mit Freunden und Bekannten in der Stadt, um die neuesten Nachrichten und News, vor allem aus der Sportwelt, zu diskutieren und Ã¼ber aktuelle TransfergerÃ¼chte zu reden. Am Spiel wird gewohnheitsmÃ¤ssig viel Alkohol getrunken, Bier wird jeweils gleich fÃ¼r die ganze Gruppe bestellt. Nach dem Spiel ziehen wir weiter in die Stadt, falls wir andere Fans von anderen Teams treffen suchen wir die Konfrontation. Da allerdings viel Polizei aufgeboten wird, reduzieren wir unseren Abend aufs Trinken in unserem Stammlokal.","Zimbabwe","False","HTML","False","Biber","False","Uranus","False",15,"False","Indien","True","Arm","True","Robin Hood","False","Hartzinn","False","SÃ¤ule","False","Fronten","False",21,"True","Ford","False",360,"False","Venus","True","Nikita Chruschtschow","False","Strahlung","True","Deep Thought","False","KontinentalfuÃ","False","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Rojo","False","In der WirbelsÃ¤ule","False","Sibirien","True","Saturn","False","Beethoven","False","Luftdruck","True","Kollagen","False","Frankreich","True",26,"bwl","Deutsch","male","vier Jahre oder mehr","bwl","bwl","keine ahnung","nein",NA,"nein",NA,"nein","ja",60,20,52,17,NA,NA,NA,NA,NA,NA,NA,NA,10,0,33.3333333333333,33.3333333333333
"20161107-123655","111","w",0,"FuÃballhooligan","An den Wochenenden verbringe ich meine Zeit stets in den Fussballstadien, wo ich mit meinen Freunden Bier trinke, singe und das Spiel verfolge. Unter der Woche arbeite ich, das macht mir aber nicht wirklich Spass. GlÃ¼cklich bin ich, wenn unter der Woche Spiele stattfinden. So habe ich auch dann Zeit mich auszutoben. Meine Freunde beschreiben mich als aggressiven Typ, ich finde aber nicht, dass ich besonders angriffslustig bin. Es gehÃ¶rt fÃ¼r mich bei einem Spiel dazu, die gegenerischen Fans zu provozieren, ihnen vor und nach dem Spiel auch mal etwas zu nah zu kommen und zu zeigen, wer hier der StÃ¤rkere ist. Ich bin ein Mensch, der gerne zu einer Gruppe gehÃ¶rt und das Leben lebt. Ein erfÃ¼llter Tag habe ich","Botswana","True","HTML","False","Biber","False","Uranus","False",12,"True","Pakistan","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",120,"False","Mars","False","Nikita Chruschtschow","False","Druck","False","Blue Knight","False","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Salvador Dali","False","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Keratin","True","Frankreich","True",25,"BWL","Deutsch","female","vier Jahre oder mehr","Sozialpsychologie","-","Keine Ahnung","nein",NA,"nein",NA,"-","ja",80,17,35,10,NA,NA,NA,NA,NA,NA,NA,NA,14,0,46.6666666666667,46.6666666666667
"20161108-103623","113","w",0,"FuÃballhooligan","Mein Tagesablauf besteht darin am Morgen genau in der Minute in der ich aufstehen muss, aufzustehen. So bin ich schon ab Tagesbeginn im Stress und mache auch den Rest des Tages so weiter. Als nicht so gewissenhafter Arbeiter, bin ich bei der Arbeit viel im Internet und regle private Angelegenheiten gerne auf Arbeitszeit. Um dann doch auf meine Stunden zu kommen, verkÃ¼rze ich meine Mittagspause auf eine halbe Stunde, da mir Essen nicht so wichtig ist. Weitere Charaktereigenschaften von mir sind, dass ich schnell mal aufbrausend werde. Mit sarkastischen Bemerkungen kann ich schlecht umgehen, im austeilen aber bin ich super. In meiner Freizeit habe ich mit Kultur so sicher gar nichts am Hut. Sport ist viel spannender, da lÃ¤uft wenigstens etwas. Ich wÃ¼rde es mir nicht mal fÃ¼r meine Freundin antun, in einen Konzertsaal zu sitzen. 
Mein Hobby ist ja logisch, ich spiele selber Fussball. Nicht in einer hohen Liga oder so, sondern mit meinen Freunden. Im Quartier machen wir dann ab und zu einen Match gegen andere, wobei wir uns am Ende imme r","Zaire","False","ASCII","True","Wasserschwein","True","Erde","True",12,"True","Bangladesch","False","Bein","False","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Venus","True","Alexander Popow","False","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Paul Cezanne","False","Rio Lobos","False","Im Rachen","True","Sibirien","True","Saturn","False","Beethoven","False","Relative Luftfeuchtigkeit","False","Keratin","True","Frankreich","True",23,"BWL","Deutsch","female","vier Jahre oder mehr","Sozialpsychologie","Sozialpsychologie","Versetzen in ungewohnte Gebiete","nein","Keine Ahnung","ja",NA,"Nein","ja",64,22,43,8,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161108-123552","114","m",1,"UniversitÃ¤tsprofessor","Als Professor stehe  ich frÃ¼h auf und lese aufÃ¼hrlich die Zeitung. Befasse mich spezifisch mit meinem Fach. Fahre an die UniversiÃ¤t und bespreche die nÃÃ¤chsten Lektionen mit meinen Assisistenten.
Ich halte meine Vorlesungen und versuche meine Themen mÃ¶glichst verstÃ¤ndlich zu erklÃ¤ren. Am Abend nach der Arbeit treffe ich mich noch mit meinen Kollegen und bespreche aktuelle Themen.
Was mich als Professor speziell auzeichnet","Zimbabwe","False","HTML","False","Biber","False","Uranus","False",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Bronze","True","Eisberg","False","Isobare","True",20,"False","General Motors","True",360,"False","Saturn","False","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","KontinentalfuÃ","False","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Kasachstan","False","Jupiter","True","HÃ¤ndel","False","Luftdruck","True","Keratin","True","Frankreich","True",23,"Betriebswirtschaft Bachelor","Tamilisch","male","vier Jahre oder mehr","Sozial Psychologie","Entwicklungs Psychologie","keine Ahnung","ja",NA,"nein",NA,"nein","ja",80,25,40,15,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20170321-135055",NA,NA,0,"FuÃballhooligan
"," Ich sollt zuerst mal erwÃ¤hnen dass der FCB Ã¼ber alles steht und nicht vergleich bar mit jeglichen anderen Fusballclubs sind. Wenn man mich fragen wÃ¼rde seidt wann ich denn Fan bin, wÃ¼rde ich sagen, dass ich mit dem Blau Roten Blut auf die Welt kam.
 Man wÃ¼rde Ã¼berall sehen dass ich meiner Tradition treu bleiben, denn mir ist es wichtig stets beim auftretten auch die Farben zu prÃ¤sentieren, weshalb Ã¼berall ein Sticker ist. Ich muss gezwungerner Masse noch arbeiten in einem Betrieb in dem ich gar nicht sein will. Aber schlussentlich geht es mit ja darum die Saisonkarten finanzieren zu kÃ¶nnen.
Das Arbeiten ist bei mir eher ein Mittel zum Zweck.
Daneben bin ich immer gern ein Bierchen am
","Zaire
","False","HTML
","False","Wasserschwein
","True","Uranus
","False",8,"False","Pakistan
","False","Arm
","False","Guy Fawkes
","True","Messing
","False","Eisberg
","False","Isobare
","True",21,"True","General Motors
","True",180,"True","Venus
","True","Alexander Popow
","False","Strahlung
","False","Blue Knight
","False","Kontinentalsockel
","False","Kommunismus
","False","Stethoskop
","False","Salvador Dali
","False","Rio Grande
","False","Im Rachen
","True","Sibirien
","True","Jupiter
","True","Mozart
","False","Luftdruck
","True","Keratin
","True","Frankreich
","True",0,"0","TÃ¼rkisch
","female","im zweiten Jahr
","Psychologie	","Soziologie
","wie hoch das Allgemienwissen der Studenten ist, und inwiefern deren Einstellung zur Gesellschaft (1.Teil) einen Einfluss darauf hat
","ja
",NA,"ja
",NA,"keine
",NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,13,0,43.3333333333333,43.3333333333333
"20170321-140634","116","w",1,"UniversitÃ¤tsprofessor","Ich wohne in einem Haus ein wenig ausserhalb von Bern, bin verheiratet und haben 2 Kinder. Morgens stehe ich auf, trinke meinen Kaffe, frÃ¼hstÃ¼cke und mache mich dann auf den Weg in die UniversitÃ¤t wo ich meine Vorlesungen vorbereite. Meinen Tag verbringe ich mit dem Referieren in meiner Vorlesung, wobei ich versuche, alles mÃ¶glichst interessantzu gestalten.  Am Mittag gehe ich mit meinen Kollegen essen, auch wenn einige eher schwierig sind. NAchmittags befasse ich mich mit den Forschungsarbeiten meines Themengebietes, da ich sehr ehrgeizig bin und alles perfekt machen will nimmt dies viel Zeit und Geduld in Anspruch, die ich nicht immer habe, auch nicht mit meinen Studenten, welche teils absolut desinteressiert in der Vorlesung sitzen. Ich habe einen Hund mit ","Botswana","True","ASCII","True","Biber","False","Erde","True",12,"True","Indien","True","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Saturn","False","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Lobos","False","Im Rachen","True","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"Rechtswissenschaften","Deutsch","female","im zweiten Jahr","Rechtswissenschaften","Rechtswissenschaften","sich in eine Situation hineinversetzen (kreatives Denken) und Allgemeinbildung (Fakten)","nein",NA,"nein",NA,"Evtl. ist es mÃ¶glich, dass man durch das verlangte Hineinversetzen in den UniversitÃ¤tsprofessor eine gewisse Sicherheit erhalten sollte bzgl. der Fragen bzw. sich gewisse Eigenschaften vorstellen und aneignen sollte","ja",64,16,43,14,NA,NA,NA,NA,NA,NA,NA,NA,24,0,80,80
"20161013-142706","12","w",1,"UniversitÃ¤tsprofessor","Ich bin eine Person die sehr sympathisch ist, bemÃ¼ht viel Fachkenntnisse zu zeigen und kompetent wirkt. GegenÃ¼ber den Studenten bin ich anstÃ¤ndig und verstÃ¤ndnissvoll, obwohl mir manchmal die Fragestellungen nicht so klar sind, wieso sie ein Problem nicht verstehen. Ich bin trotzdem LÃ¶sungsorientiert und bereite mich immer eingehend auf die Vorlesungen vor. Auch zu Hause versuche ich immer das neuste Wissen herauszufinden, damit es sowohl fÃ¼r die Studenten als auch mich stehts interessant bleibt. Ich verbringe viel Zeit zwischen den Vorlesungen bei einem Kaffee mit anderen Professoren oder lese BÃ¼cher. Die Gesundheit ist mir sehr wichtig aus diesem Grund mache ich oft Ã¼ber den Mittag Sport, damit ich auch Zeit sparen kann. Ich habe ein breites Interesse an vielen Fachbereichen und kann mich so vielseitig unterhalten.Ein kommunikativer und interaktiver Umgang mit den Studenten ist mir wichtig. Ich versuche mÃ¶glichst die Vorlesung aufzulockern, und nicht alles herunter zu lesen. Teilzeit arbeite ich an einem normalen Job ausserhalb der Uni.","Zaire","False","ASCII","True","Biber","False","Erde","True",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Saturn","False","Nikita Chruschtschow","False","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Paul Cezanne","False","Rio Rojo","False","In der Lunge","False","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"Betriebswirtschaftslehre","Deutsch","female","im dritten Jahr","Professor","keine Ahnung","Verhalten bei Lykertskalen (Tendenzen) und Reinversetzten in andere Rollen","ja",NA,"ja",NA,"nein","ja",70,19,35,9,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20170321-160639","121","w",1,"UniversitÃ¤tsprofessor","Am morgen stehe ich auf, um an die Uni zu fahren, da ich dort dreimal eine Vorlesung gebe. Nachdem ich die Vorlesungen jeweils gehalten habe, gehe ich in mein BÃ¼ro, um dort eine Kaffeepause mit meinen Kollegen zu machen. So verbringe ich meistens die ÃHÃ¤lfte des Morgens. Danach widme ich mich meiner Arbeit zu. Da ich im Moment an einer Forschung arbeite, habe ich viele Hilfsassistenten, die fÃ¼r mich arbeiten. Ich sitze manchmal mit diesen zusammen und bespreche, was sie fÃ¼r mich recherchieren sollen. Wenn die Aufgaben aufgeteilt wurden, widme ich mich selber noch meiner Studie zu. Diese macht mir sehr viel Spass, dass der Tag jeweils fÃ¼r mich sehr schnell vorÃ¼ber geht. Da ich sehr angefressen bin von dieser Studie, mache ich zu Hause an dieser noch weiter, bis weit in den Abend. NatÃ¼rlich versuche ich auch, nebst der Arbeit, meine sozialen Kontakte zu pflegen und unternehme hÃ¤ufig mit Kollegen Sachen. Oft sind es auch Kollegen, die selbst Professoren an derselben Uni sind. Man sieht also, dass meine Woche sehr voll ist. ","Botswana","True","ASCII","True","Biber","False","Uranus","False",8,"False","Bangladesch","False","Arm","True","Robin Hood","False","Bronze","True","SÃ¤ule","False","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Lobos","False","Im Rachen","True","Weissrussland","False","Jupiter","True","Tschaikowski","True","Luftdruck","True","Kollagen","False","Frankreich","True",21,"BWL","Deutsch","female","im dritten Jahr","BWL","BWL","Keine Ahnung","ja",NA,"nein",NA,"Nein","ja",75,22,35,10,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20170321-170423","123","m",0,"FuÃballhooligan","Ich bin 23, arbeitslos, und habe ein starkes Mindervertigkeitskomplex. Ich fÃ¼hle mich ausgegrenzt und von der Gesellschaft nicht wahrgenommen. Das GefÃ¼hl in einer Gruppe MÃ¤nnern zu sein die in einer Ã¤hnÃlichen Lage stecken (und die gleichgesinnt sind), gibt mir ein starkes gefÃ¼hl. Ich fÃ¼hle mich stark, respektiert. WÃ¤hrend dem Tag gehe ich ins Fitness und besuche einen Box-Kurs um so mich im harten Umfeld bewegen und schÃ¼tzen zu kÃ¶nnen, ich liebe Ã¼brigens das GefÃ¼hl auf der Strasse fast gefÃ¼rchtet zu werden, wenn die leute meine breiten Schulternsehen, jetzt werde ich ernst genommen. Ich lebe in einem heruntergekommenen Viertel. Am Abend gehe ich mit meinen Kameraden DÃ¶ner essen uinddann wird gesoffen. und naÃ¼tÃ¶","Botswana","True","ASCII","True","Bisamratte","False","Uranus","False",6,"False","Bangladesch","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Saturn","False","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",23,"VWL","Italienisch","male","im dritten Jahr","Kognitive Psychologie","Erkenntnis-PsychoÃlogie
","Wahrnehmung und Ausbildungsgrad in Beziehung zu setzen","ja",NA,"nein",NA,"keine","ja",75,20,37,3,NA,NA,NA,NA,NA,NA,NA,NA,22,0,73.3333333333333,73.3333333333333
"20170321-171147","124","m",1,"UniversitÃ¤tsprofessor","Mein Alltag als UniversitÃ¤tsprofessor

Meine Arbeiten als UniversitÃ¤tsprofessor sind sehr vielseitig. Einerseits bereite ich Vorlesungen vor und halte diese auch, andererseits forsche ich auch in verschiedenen Bereichen. Dazu lese ich sehr viel in meinen Forschungsbereichen und mache mir meine eigenen Gedanken dazu. HÃ¤ufig werde ich auch als Experte beigezogen und muss zu konkreten Fragestellungen meine Ansichten teilen. 

Ich bin sehr ehrgeizig, arbeite viel und gerne, weil ich das GlÃ¼ck habe, das zu machen was mich fasziniert. In der Freizeit mache ich Sport als Ablenkung.","Zaire","False","HTML","False","Biber","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Guy Fawkes","True","Lot","False","Welle","True","Isobare","True",21,"True","General Motors","True",120,"False","Merkur","False","Michail Gorbatschow","True","Strahlung","True","Deep Thought","False","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Lecithin","False","Frankreich","True",25,"Master in Rechtswissenschaften","Deutsch","male","vier Jahre oder mehr","Jura","Jura","Funfrage","ja",NA,"ja",NA,"Nein","ja",90,25,30,5,NA,NA,NA,NA,NA,NA,NA,NA,19,0,63.3333333333333,63.3333333333333
"20161013-150118","14","w",0,"FuÃballhooligan","Ich stehe um 9.00 Uhr auf und das erste was ich mache, ich durchsuche die Zeitung nach Neuigkeiten zu meinen Lieblingsclub. Danach informiere ich mich Ã¼ber die Neuigkeiten und Ergebnisse der Gegnerteams und lasse mich in einem Chatforum darÃ¼ber aus.  Ich bin angepisst und telefoniere mit meinem besten Kumpel, um ein bisschen Dampf abzulassen. Wir vereinbaren ein Treffen und trinken paar Bier. Danach bin ich in bester Laune um auf der Strasse Passanten anzupÃ¶beln und einen jungen Mann mit falschem Fussballtrikot anzuschreien und zu schubsen.Ich bin aggressiv und wÃ¼tend und habe keine Lust, irgendjemandem zu begegnen der nicht auf meiner WellenlÃ¤nge ist. Wenn ich fertig getrunken und Leute angepÃ¶belt habe besuche ich das Spiel, werde aber rausgeschmissen verhaftet. mal Wieder.","Zaire","False","HTML","False","Biber","False","Erde","True",12,"True","Philippinen","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Venus","True","Boris Jeltsin","False","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","RÃ¶ntgenstrahlen","False","Salvador Dali","False","Colorado","False","In der Nase","False","Sibirien","True","Mars","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",23,"Sportwissenschaft","Deutsch","female","im zweiten Jahr","VerhaÃltenspsychologie","Intelligenz","keine Ahnung","ja",NA,"ja",NA,"nein","ja",69,19,46,11,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161013-152443","15","w",1,"UniversitÃ¤tsprofessor","Ich gehe morgens in mein Labor und forsche in einem Team. Ich beantworte Mails meiner StudentInnen und gehe dann in den Mittag. Unter anderem bereite ich meine Vorlesungen nocheinmal kurz vor und halte sie dann am spÃ¤teren Nachmittag. Meine Eigenschaften als ÂProfessorin sind, dass ich mich gemÃ¼tlich, aber bewusst kleide. Ich habe Interesse an meinen StudentInnen und mein Fach begeistert mich total. Ich  mache mir viele Gedanken Ã¼ber meine Umwelt, das ganze System, in welchem wir leben. Mein Hobby ist die Musik. Ich liebe es, mir an einem Samstagabend die Zeit","Uganda","False","HTML","False","Biber","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Robin Hood","False","Messing","False","Eisberg","False","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Alexander Popow","False","Strahlung","True","Blue Knight","False","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",18,"Physik","Deutsch","female","im ersten Jahr","Imaginationskraft","Vorgehensweise bei Problemstellungen","Forschung","nein",NA,"ja",NA,"Nein","ja",50,15,50,15,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161013-152353","16","w",1,"UniversitÃ¤tsprofessor","Bevor ich an die UniversitÃÃ¤t fahre und meine Vorlesungen als Professorin abhalte, gehe ich nochmals meine Unterlagen fÃ¼r die entsprechende Vorlesung durch. WÃ¤hrend der Vorlesung bin ich darauf fokusiert, dass mirdie Studenten interessiert zu hÃ¶ren und sich daran beteiligen. Daher gestalte ich meine Unterlagen entsprechend.

Aufbau ÃPrÃ¤sentation: Theorie vermitteln, mit einem oder mehreren Beispielen unterschreichen, damit die Theorie veranschaulicht werden kann.

PersÃÃ¶nlichkeitsmerkmale: Ich bin motiviert, den Studierenden etwas beizubringen und ihnen die Materie schmackhaft zu machen. Weiter lege ich Wert darauf, Unklarheiten zu beantworten (hilfsbereit). 

In der Freizeit will ich den Ausgleich zum Unialltag durch Sport erhalten.","Uganda","False","HTML","False","Wasserschwein","True","Erde","True",8,"False","Bangladesch","False","Arm","True","Dick Turpin","False","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",120,"False","Venus","True","Boris Jeltsin","False","Strahlung","True","King Blue","False","Kontinentalsockel","True","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Mozart","False","Luftdruck","True","Keratin","True","Frankreich","True",21,"Jus","Deutsch","female","im ersten Jahr","Psychologie","Physik","Allgemeinwissen testen","ja",NA,"ja",NA,"Fragen aus weiteren Bereichen stellen (Wirtschaft, Jus etc.)","ja",60,20,50,13,NA,NA,NA,NA,NA,NA,NA,NA,19,0,63.3333333333333,63.3333333333333
"20161013-152152","18","m",1,"UniversitÃ¤tsprofessor","Ich stehe frÃ¼h morgens auf. Trinke einen Kaffee aus einer teuren Kaffeemaschine. Danach esse ich FrÃ¼hstÃ¼ck und genehmige mir eine ausgiebige Dusche. Nach diesen zwei Ritualen kleide ich mich an und begebe mich an die UniversitÃ¤t. Als erstes bereite ich meine Vorlesung vor fÃ¼r den Nachmittag. Da ich schon lange an der Uni bin ist es sowiso immer das Gleiche. Weiter befasse ich mich mit anliegenden ForschungsgegenstÃ¤nde und organisiere die Institutsangelegenheiten. Zu Mittag esse ich in der Mensa mit Institutsangestellten. Am Nachmittag halte ich dann die Vorllesung. Danach Weiterarbeit am Institut. Nach Feierabend noch sportliche AktivitÃ¤ten und danach ein ausgeiebiges Nachtessen mit einer Flasche Wein. Dan schlafen gehen. ","Zaire","False","ASCII","True","Nutria","False","Pluto","False",12,"True","Bangladesch","False","Arm","True","Sweeney Todd","False","Bronze","True","Welle","True","Isobare","True",21,"True","Chrysler","False",180,"True","Saturn","False","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Pablo Picasso","True","Rio Rojo","False","In der Nase","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Lecithin","False","Frankreich","True",28,"BWL","Deutsch","male","im dritten Jahr","BWL","Physik","kein Ahnung","nein",NA,"nein",NA,"nein","ja",80,22,60,15,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161013-162941","19","m",0,"FuÃballhooligan","Ich gehe gerne zu Fussballspielen und spiele selber Fussball. Ich bin ein selbsbewusster, agiler und extrovertierter Mensch. Ich bin leidenschaftlich, aber auch irrational. Meine Vorleiben sind Gesellschaft, Sport im Allgemeinen, Bier, Trinken. WÃ¤hrend der Woche freue ich mich schon immer auf das Wochenende, um zu saufen und meinen Verein zu unterstÃ¼tzen. Mein Tagesablauf wÃ¤hrend der Woche ist eigentlich ganz normal: Ich stehe auf, gehe zur Arbeit und gehe wieder nach Hause, trinke vielleicht noch ein Bierchen nach der Arbeit. Am Wochenende dreht sich dann alles nur um das Spiel.  ","Botswana","True","HTML","False","Biber","False","Uranus","False",8,"False","Pakistan","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Boris Jeltsin","False","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Kommunismus","False","Penicillin","True","Paul Cezanne","False","Colorado","False","In der Lunge","False","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",24,"Rechtswissenschaften","Deutsch","male","vier Jahre oder mehr","Psychologie","Soziologie","Keine Ahnung","nein",NA,"nein",NA,"nope","ja",78,17,46,12,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
