datetime,Subject.ID,Sex,prime_code,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,language,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,Universitaetsprofessor_int_rating,Universitaetsprofessor_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,correct_raw,correct_pct,hupf_corr_pct
20181107-132449,117,f,1,Universitaetsprofessor,"Ich bin nicht maennlich.
Morgens stehe ich auf und gehe an die Uni. In meinem Buero bereite ich mich auf den Tag vor; ich leite heute ein Seminar und werfe als Vorbereitung nochmals einen Blick auf den zu besprechenden Text. Nach dem Seminar treffe ich mich noch mit einer Studentin, um ihre Masterarbeitsdisposition zu besprechen. Nach dem Mittagessen mit Kolleg*innen widme ich mich meiner eigenen Forschung und Lektuere. 
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,90,FALSE,Merkur,FALSE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,30,FALSE,In der Lunge,FALSE,Sibirien,TRUE,Mars,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,26,"Philosophie
",Deutsch,weiblich,vier Jahre oder mehr,Sozialpsychologie,Kognitivpsychologie,Einfluss verschiedener Faktoren auf sowohl Textproduktion wie auch Wissen,nein,NA,nein,NA,"Wahrscheinlich wird ein Zusammenhang beider Studien angenommen, ansonsten muesste man wohl kaum beide nacheinander durchfuehren und diese Frage nach einem Zusammenhang beantworten.",ja,50,15,50,15,NA,NA,19,63.33333333,66.66666667
20181107-141055,118,m,0,Fussballhooligan,"WÃaehrend meine Tage arbeie ich und am abend sehe ich meistens alle fussbalmatch die mich interessieren. und ich trinke auch ein paar bier damit. manchmal kommen freund zu hause oder gehen wir draussen in einem bar die veranstaltung zu sehen und da wird von fussball, maedchen geredet und viel getrunken, manchmal wird ich ein bisschen brutal mit anderen leuten. am wochenende geheh ich ins stadium und werde ich total verruckt und gebe alles um meine manschaft zu supportieren, am ende gibt es oft violenz mit die gegener oder die polizei. 
",Uganda,FALSE,HTML,FALSE,Wasserschwein,TRUE,Mars,FALSE,12,TRUE,Bangladesch,FALSE,Bein,FALSE,4,TRUE,Hartzinn,FALSE,Eisberg,FALSE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Niederschlag,FALSE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,Public policy and management,FranÃ§ais,maennlich,im ersten Jahr,ich verstehe und weisse es nich,ich verstehe und weiss es nicht ,einfluss von meine selbswertung Ãueber meine fahigkeit,nein,NA,nein,NA,nope,ja,81,22,50,15,NA,NA,21,70,66.66666667
20181107-135910,119,m,1,Universitaetsprofessor,"Als Universitaetsprofessor habe ich den gleichen Tagesablauf wie die meisten Menschen, die einer geregelten Arbeit nachgehen. Morgens aufstehen ins Buero (Universitaet), arbeiten,Mittagessen, arbeiten, nach Hause gehen. Der Unterschied ist aber, dass ichmich meist auch in meiner Freizeit mit meinem Studienfach beschaeftige und viele Artikel etc. dazu lese. Desweiteren kann ich als typsiche Aktivitaeten bemerken, dass ich sehr viel lese und schreibe. Zudem unterrichte ich Studenten, da ich als Universitaetsprofessor nciht nur ienen Forschungs-, sondern auch einen Lehrauftrag haben. Meine typischen Persoenlichektismerkmale sind wohl, dass ich eher analytisch bin, sehr von meinem fachbereich ueberzeugt bin und daher auch Spass habe an sehr denklastigen Aufgaben. Ansonsten unterscheide ich mich eigentlich nciht gross von allen anderen Berufen. Ich denke lesen und schreiben sind sicher Vorlieben, da ich nicht um das herumkomme. Zudem sollte ich Spass an Diskussionen unddem Argumentieren haben. Hobbys habe ich nciht unterschiedliche im Gegensatz zu allen anderen Menschen. 
",Botswana,TRUE,HTML,FALSE,Bisamratte,FALSE,Uranus,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,26,PMP,Deutsch,maennlich,im ersten Jahr,PMP,PMP,"Es ging in irgendeiner Art und Weise um die Zeit. Bspw. Verhaeltnis von nicht genutzter Zeit und genutzter Zeit, also bspw. wie lange von den 5 Minuten nichts geschrieben wurde oder wie lange man nachdenken musste etc.
",nein,NA,nein,NA,Ich habe die Studien gar nicht in so eine enge Verbindung gesetzt. am Anfang war ich Uniprofessor und dann wieder ich ;-),ja,50,15,60,19,NA,NA,21,70,66.66666667
20181107-140207,120,m,1,Universitaetsprofessor,"Mein Tag wÂÂurde ganz normal aussehen. Am Morgen komm ich am BÂuro an, rede kurz mit meinen Kollegen, uber leichte Subjekte wie Sport, Familie, Ausgang usw... und wurde auch uber die Faeche reden, was Heute am  Tag steht, welche Studente gut sind, ob im Fach es neuichkeiten git (Forschung,...). Das ganze mit einen Kaffee und Croissant Dann wurde es die Vorstellungen geben die ich woche ndelich machen muss. Ich wurde viel lesen und mich uber die Infos (politik,...) informieren und nachschauen das ich am Punkt bleibe. Sport wie rennen yoga 
",Uganda,FALSE,HTML,FALSE,Biber,FALSE,Uranus,FALSE,15,FALSE,Indien,TRUE,Bein,FALSE,4,TRUE,Bronze,TRUE,Saeule,FALSE,Isotherme,FALSE,20,FALSE,10,FALSE,360,FALSE,Mars,FALSE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,30,FALSE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Lecithin,FALSE,Frankreich,TRUE,24,Master PMP,FranzÃoesisch,maennlich,im ersten Jahr,Hab es vergessen,Cognitiv,Die Aufmerksamkeit,nein,NA,nein,NA,n/a,ja,40,15,60,18,NA,NA,13,43.33333333,33.33333333
20181107-140620,121,m,0,Fussballhooligan,"Mein Tagesablauf beginnt Wochentags wie bei allen normalen Werktaetigen, ich gehe auch einer normalen Arbeit nach, ich verdiene nicht super und habe manchmal einen Hass auf meinen Arbeitgeber oder auf den Staat. Nach Feierabend goenne ich mir oefters ein oder zwei Bier und bin selten Zuahuse. Da ich aber alleine Wohne ist dies kein Problem. Dabei kann es auch schon mal Aggressiver zu und her gehen, wie insbesondere auch am Wochenende, zum Beispiel vor einem FÃussballmatch. Da ich leicht Aggresiv werde und keine grosse Hemmung vor <Gewalt gegen Personen und Sachen habe, bin ich es mir gewÃoehnt, mir Respekt durch Gewalt zu verschaffen.
",Uganda,FALSE,ASCII,TRUE,Wasserschwein,TRUE,Mars,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalabhang,FALSE,Republik,FALSE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,Master of Law,Deutsch,maennlich,im ersten Jahr,Psychologie,Psychologie,Keine Ahnung,ja,NA,nein,NA,Nein,ja,80,26,24,10,NA,NA,21,70,100
20181107-154128,122,f,1,Universitaetsprofessor,"Ich habe mein ganzes Leben meiner universitaeren Ausbildung gewidmet, auf die ich sehr stolz bin. Ich hatte schon als Student das Ziel, es weit zu bringen und einen Titel als professor zu erlangen. Da ich ein ehrgeiziger, extravertierter und kommunikativer Typ bin, passt die Arbeit als Professor sehr gut zu mir. Mein Tagesablauf ist nach vielen Jahren in Forschung und Lehre nicht allzu streng, da ich viel Erfahrung und issen gesammelt habe. Ich stehe morgens nicht sehr frueh auf, denn ich muss fuer die erste Vorlesung erst um 10 uhr in der Uni sein. Abgesehen von den Vorlesungen, in denen ich sehr routiniert bin, muss ich viel Zeit in die Forschungsarbeiten meiner Abteilung investieren. 
Mei beruf ist meinHobby, ich liebe die Forschung! 
",Botswana,TRUE,WordPad,FALSE,Wasserschwein,TRUE,Erde,TRUE,6,FALSE,Philippinen,FALSE,Arm,TRUE,6,FALSE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,120,FALSE,Venus,TRUE,Boris Jeltsin,FALSE,Druck,FALSE,Blue Knight,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Salvador Dali,FALSE,31,FALSE,In der Nase,FALSE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,24,psychologie,Deutsch,weiblich,vier Jahre oder mehr,sozialpsychologie,KWM,keine Ahnung,nein,NA,nein,NA,nein,ja,48,12,73,24,NA,NA,17,56.66666667,33.33333333
20181107-162050,123,f,0,Fussballhooligan,"An normalen Wochentagen unterscheide ich mich nicht gross von meinen Mitmenschen. Dies sieht an Matchtagen anders aus. Ich treffe mich mit meinen""Hooligan-Freunden"" und wir treffen Vorbereitungen (Plaene schmieden, evtl. etwas ins Stadion schmuggeln, Plakate entwerfen) und trinken bereits die ersten Glaeser Alkohol.
Ich bin eine sehr extrovertierte Person und habe somit nichts dagegen, im Mittelpunkt zu stehen. Ich gebe es ungern zu, aber ich bin gleichzeitig auch sehr unsicher und ueberspiele dies mit meinem Verhalten. 
",Zaire,FALSE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,8,FALSE,Pakistan,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,Psychologie,Deutsch,weiblich,vier Jahre oder mehr,Sozialpsychologie,?,Keine Ahnung,ja,NA,nein,NA,-,ja,75,18,50,15,NA,NA,20,66.66666667,100
20181107-171247,124,f,0,Fussballhooligan,"Mein Tagesablauf sieht so aus, dass ich durch die Woche meiner Arbeit nachgehe. Am Abend treffe ich mich ab und zu gerne noch mit meinen Kumpels auf ein Bier. Am Wochenende bin ich vor allem an Fussballspielen anzutreffen. Ich habe ganz klar einen Lieblingsverein, von welchem ich mir alle Spiele anschaue, egal wo sie stattfinden. Ich lebe alleine und habe keine Freundin. Ich bin gerne mit meinen Kumpels unterwegs, welche sich fuer den gleichen Verein begeistern wie ich. Selber spiele ich auch Fussball, jedoch nur in der 4.Liga. Sonst mache ich noch ab und zu Kraftsport, betaetige mich aber auch auf der Ari
",Zaire,FALSE,HTML,FALSE,Biber,FALSE,Pluto,FALSE,8,FALSE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Merkur,FALSE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,In der Nase,FALSE,Sibirien,TRUE,Saturn,FALSE,Beethoven,FALSE,Relative Luftfeuchtigkeit,FALSE,Kollagen,FALSE,Frankreich,TRUE,26,Psychologie,Deutsch,weiblich,vier Jahre oder mehr,Sport,Weltraum,"keine Ahnung
",ja,NA,ja,NA,nein,ja,69,21,50,15,NA,NA,14,46.66666667,66.66666667
20181109-124733,125,f,1,Universitaetsprofessor,"Ich stehe Morgens frueh auf und ziehe mir einen Anzug an. Auf dem Weg zur Universitaet lese ich die NZZ, den Bund oder die Zeit. Ich halte im Verlaufe des Tages viele Vortraege fuer Studierende. In der Pause treffe ich einen anderen Professor, der in einem verwandtem Themenbereich Arbeitet und trinke mit ihm einen Kaffe. Ich habe eine erfolgreiche Karriere hinter mir und bin an verschiedenen Forschungen beteiligt. Ich interessiere mich vor allem fuer mein Spezialgebiet. Zu diesem mache ich auch haeufig Au
",Zimbabwe,FALSE,HTML,FALSE,Bisamratte,FALSE,Mars,FALSE,12,TRUE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Eisberg,FALSE,Isobare,TRUE,21,TRUE,20,TRUE,120,FALSE,Merkur,FALSE,Michail Gorbatschow,TRUE,Druck,FALSE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Henri Matisse,FALSE,30,FALSE,In der Lunge,FALSE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,18,Rechtswissenschaften,Deutsch,weiblich,im zweiten Jahr,Sozialpsychologie,"Kognition, Wahrnehmung, Methodenlehre",Keine Ahnung,nein,NA,nein,NA,Nein,ja,30,15,65,20,NA,NA,18,60,66.66666667
20181109-124120,127,m,1,Universitaetsprofessor,"Ich stehe taeglich um 5:00 Morgens auf. Lese waehrend dem Fruehstueck die Zeitung. Gehe dann zur Uni in mein Buero. 1-2 Vorlesungen. Diskussionen am Mittagstisch. Ich lese viel und schreibe an verschiedenen Artikeln fuer Fachzeitschriften. Ich bin organisiert, streng, lege viel Wert auf Wissen und bin Diskussionsfreudig. Ich lege definitiv wert auf meinen Status als Professor. Ich sammle gerne Briefmarken als Hobby. Ich reise auch gerne.Natuerlich gebe ich auch gern vor meinen Studenten mit meinem Wissen an.Abends schreibe ich dann an meinen Memoiren aber mit einem besseren Computer. Dieser hier spinnt ein wenig... Oder ist das das Experiment.....?
",Botswana,TRUE,ASCII,TRUE,Nutria,FALSE,Erde,TRUE,8,FALSE,Pakistan,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Mozart,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,27,Recht,Deutsch,maennlich,kein Student,kognitiv,kognitiv,Verhalten unter Zeitdruck,nein,NA,nein,NA,noe,ja,30,8,85,25,NA,NA,21,70,33.33333333
20181109-124824,128,f,0,Fussballhooligan,"Mein Tagesablauf ist nicht anders als derjenige anderer jungen Maennern. Tagsueber gehe ich meinem Beruf nach, gehe gerne mit Freunden aus oder lade die Jungs dazu ein bei mir FIFA zu spielen oder das gerade anliegende Spiel meines Lieblingsvereins oder eienr der Chamionsleague Spiele zu schauen. Gerne trinken wir dbei exzessiv Bier. 
Als typische Aktivitaeten wuerde ich sagen, gehe ich nicht viel anderem nach aÃÃls andere junge Maenner. Gern treffe ich meine Freundin oder spiele online ooder direkt mit meinen Freunden Videospiele, nur iost es bei mir primaer FIFA. Auch muss ich putzen oder aehliches wie jeder andere. 
Als typische Eigenschaften von mir wuerde ich sagen, ichbin selbstbewusst, stark und ein bisschen ein Macho. Mein Hobbys sind wie erwaehnt primaer der Fussball, aber auch anderes. 
",Botswana,TRUE,HTML,FALSE,Bisamratte,FALSE,Erde,TRUE,8,FALSE,Pakistan,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Eisberg,FALSE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Alexander Popow,FALSE,Strahlung,TRUE,King Blue,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Henri Matisse,FALSE,29,TRUE,In der Wirbelsaeule,FALSE,Sibirien,TRUE,Neptun,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,Rechtswissenschaften,Deutsch,weiblich,im zweiten Jahr,Verhaltenspsychologie,Kognitive Faehigkeiten,"Studie 1: Einschaetzungen eines Dritten bezueglich Gesellschaftsgruppen, welche als problematisch angesehen werden
Studie 2: Kognitive Faehigkeiten ermitteln ",nein,NA,nein,NA,Nein,ja,81,20,50,15,NA,NA,16,53.33333333,66.66666667
20181109-133313,129,m,0,Fussballhooligan,"Als  Hooligan habe ich einen Job und muss waehrend der Woche meinen Lebensunterhalt verdienen. Am Wochenende treffe ich meine Kollegen und bereite mich auf das Spiel vor. Ab da gilt meine ganze Aufmerksamkeit dem Spiel. Ich widme meine Zeit der Vorbereitung fuers Spiel. Waehrend dem Spiel tue ich alles fuer mein Team und gebe Vollgas. Es ist meine oberste Prioritaet, dass mein Verein gewinnt und dafuer untersuetze ich ihn mit voller Kraft. Da ich weiss, dass meine Kollegen auch so denken und alles fuer de Verein geben wuerden gehoeren die meisten von ihnen zu meinen besten Freunden. Nach dem Spiel ist fuer mich das Highlight. Als Hooligan kann ich mir es nicht bieten lassen mich von gegenerischen Fans runtermachen zu lassen. Ich gebe alles um meinen Verein zu verteig
",Uganda,FALSE,HTML,FALSE,Wasserschwein,TRUE,Mars,FALSE,12,TRUE,Indien,TRUE,Arm,TRUE,9,FALSE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Mars,FALSE,Boris Jeltsin,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,28,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Haendel,FALSE,Luftdruck,TRUE,Lecithin,FALSE,Frankreich,TRUE,22,Geschichte,Slowakisch,maennlich,im ersten Jahr,Verhalten,Wahrnehmung Kommunikation,Wie die Wahrnehmung auf das Verhalten abzielt,ja,NA,nein,NA,Nein,ja,50,20,50,17,NA,NA,17,56.66666667,33.33333333
20181109-132424,130,m,0,Fussballhooligan,"Ich fuehre ein unaufgeregtes Leben und langweile mich in meinen Beruf. Hobbies, die mich begeistern habe ich eher nicht. Ausser natuerlich die Fussballspiele, der BSC Youngboys, welche ich regelmaessig besuche. Ich verpasse keinen Match und bin 100% loyal zu meinem Verein. Wir sind die geilsten und alle anderen sind Modefans. Wer sich mit uns anlegt bekommt Probleme. Wir sind ruecksichtslos und asozial und suchen den Kick bei gewalttaetigen Auseinandersetzungen. Dieser Adrenalinrausch in der Gruppe ist absolut super. Alleine fuehle ich mich aber schwach und habe ein tiefes Selbstwertgefuehl. Ich brauche die Bewunderung der gemaessigten Fans und definiere mich selbst durch mein angsteinfloessendes Hooliganimage. Anonsten schaue ich gerne TV und gehe in den Ausgang. Party und Saufen ist das geilste auf der Welt, ausser natuerlich es ist Fussballmatch. In der dritten Halbzeit sind wir unschlagbar.
",Uganda,FALSE,HTML,FALSE,Bisamratte,FALSE,Erde,TRUE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,90,FALSE,Mars,FALSE,Michail Gorbatschow,TRUE,Druck,FALSE,Deep Blue,TRUE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,25,Rechtswissenschaften,Deutsch,maennlich,vier Jahre oder mehr,Sozialpsychologie,"Humanpsychologie
",Vorstellungskraft und Einfluss auf Wissen,ja,NA,nein,NA,nein,ja,75,20,40,15,NA,NA,18,60,33.33333333
20181109-132422,131,f,0,Fussballhooligan,"Ich arbeite wahrscheinlich einen Job, bei dem ich schlecht verdiene und der koerperlich anstrengend ist. Ich muss am Morgen frueh aufstehen und fahre direkt mit dem Auto zur Arbeit. Nach dem anstrengenden Arbeitstag gehe ich in meine Lieblingskneipe und trinke ein paar Bier (ein paar zuviel). Danach gehe ich nach Hause und schaue evt. noch einen Fussballmatch im Fernsehen. Meine typischen Aktivitaeten sind Bier trinken, Fussball schauen, Toeff fahren und am PC gamen. Ich bin schnell gereizt und werde dann aggressiv v.Âa. im Zusammenhang mit Alkohol. Meine Chraktereigensschaft ist, dass ich eigentlich unzufrieden bin und daran gerne anderen Menschen die Schuld gebe. Meine Vorlieben sind zziemlichklar: FussbaÃll, 
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,8,FALSE,Pakistan,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalfuss,FALSE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Pablo Picasso,TRUE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,Rechtswissenschaften,Deutsch,weiblich,vier Jahre oder mehr,Sozialpsychologie,Psychologie,"1) Empathie, 2) Zusammenhang zwischen Geschlecht, Alter, Studiengang und Allgemeinwissen",nein,NA,nein,NA,nein,ja,75,25,28,9,NA,NA,23,76.66666667,100
20181109-143056,132,f,0,Fussballhooligan,"Ich heisse Juerg und bin 54 Jahre alt. In meiner Freizeit schaue ich sehr gerne Fussball. Bayern Muenchen ist meine Lieblingsmannschaft und dementsprechend verfolge ich jeden Match und jedes Interview der Mannschaft. Wenn moeglich, gehe ich auch gerne ins Stadion, um den Match zu sehen. Nach der Arbeit gehe ich meistens in ein Pub. Dort treffe ich meine Freunde, die ebenfalls Fussballfanatiker sind. Wir treffen uns 2-3x in der Woche dort und plaudern ueber dieses und jenes. Zuletzt landen wir jedoch immer beim Thema Fussball. Hitzige Diskussionen sind die Regel. Es wird mal laut, aber immer im freundlichen Rahmen. 
",Botswana,TRUE,ASCII,TRUE,Bisamratte,FALSE,Mars,FALSE,8,FALSE,Indien,TRUE,Arm,TRUE,9,FALSE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Boris Jeltsin,FALSE,Temperatur,FALSE,Blue Knight,FALSE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,24,Geographie,Malayalam,weiblich,vier Jahre oder mehr,Sozialpsychologie,Kognitionspsychologie,Keine Ahnung,ja,Zusammenhang zwischen Fantasie und wissen/Fantasie vs wissen.,nein,NA,"nein
",ja,79,18,58,16,NA,NA,19,63.33333333,66.66666667
20181109-142940,133,m,1,Universitaetsprofessor,"Morgens frueh stehe ich auf und mache mich bereit fuer einen langen und intensiven Tag. Als erstes steht auf dem Tagesprogramm ein starker Kaffee mit viel Zucker, damit ich ja auch genug Energie habe fuer den Tag. Mit der S-Bahn fahre ich an die Universitaet und waehrend der Fahrt versuche ich mich schon auf den langen Tag vorzubereiten. An der Universitaet angekommen, begebe ich mich in denVorlesungsaal und beginne mein  Themengebit moeglichst interessant weiterzugeben. Jedoch ist es nicht einfach wenn mehr als 100 Schueler in einem Saal sind. Es ist mir persoenlich viel zu fremd aber es ist nun mein Jo, den ihc so erfuelle. Nach dem harten Tag habe ich nicht viel Zeit fuer ander Aktivitaeten, trotzdem versuche ich am Abend gewissen Hobbys nachzugehen.        

  
",Uganda,FALSE,HTML,FALSE,Biber,FALSE,Mars,FALSE,8,FALSE,Bangladesch,FALSE,Bein,FALSE,9,FALSE,Messing,FALSE,Welle,TRUE,Isotherme,FALSE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Boris Jeltsin,FALSE,Druck,FALSE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Stethoskop,FALSE,Pablo Picasso,TRUE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Elastin,FALSE,Frankreich,TRUE,21,Betriebswirtschaft,Albanisch,maennlich,im dritten Jahr,Sozialpsychologie,Kognitionspsychologie,Studien,nein,NA,nein,NA,Zu schwierig sich als Student in einen Universitaetsprofessor einzusetzten. ,ja,21,4,81,26,NA,NA,12,40,33.33333333
