"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","Universitätsprofessor_int_rating","Universitätsprofessor_acc_rating","Fußballhooligan_int_rating","Fußballhooligan_acc_rating","correct_raw","correct_pct","hupf_corr_pct"
"20181107-132449",117,"f",1,"Universitätsprofessor","Ich bin nicht männlich.
Morgens stehe ich auf und gehe an die Uni. In meinem Büro bereite ich mich auf den Tag vor; ich leite heute ein Seminar und werfe als Vorbereitung nochmals einen Blick auf den zu besprechenden Text. Nach dem Seminar treffe ich mich noch mit einer Studentin, um ihre Masterarbeitsdisposition zu besprechen. Nach dem Mittagessen mit Kolleg*innen widme ich mich meiner eigenen Forschung und Lektüre. 
","Botswana",TRUE,"ASCII",TRUE,"Biber",FALSE,"Mars",FALSE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,90,FALSE,"Merkur",FALSE,"Nikita Chruschtschow",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,30,FALSE,"In der Lunge",FALSE,"Sibirien",TRUE,"Mars",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,26,"Philosophie
","Deutsch","weiblich","vier Jahre oder mehr","Sozialpsychologie","Kognitivpsychologie","Einfluss verschiedener Faktoren auf sowohl Textproduktion wie auch Wissen","nein",NA,"nein",NA,"Wahrscheinlich wird ein Zusammenhang beider Studien angenommen, ansonsten müsste man wohl kaum beide nacheinander durchführen und diese Frage nach einem Zusammenhang beantworten.","ja",50,15,50,15,19,63.3333333333333,66.6666666666667
"20181107-141055",118,"m",0,"Fußballhooligan","W�ährend meine Tage arbeie ich und am abend sehe ich meistens alle fussbalmatch die mich interessieren. und ich trinke auch ein paar bier damit. manchmal kommen freund zu hause oder gehen wir draussen in einem bar die veranstaltung zu sehen und da wird von fussball, mädchen geredet und viel getrunken, manchmal wird ich ein bisschen brutal mit anderen leuten. am wochenende geheh ich ins stadium und werde ich total verruckt und gebe alles um meine manschaft zu supportieren, am ende gibt es oft violenz mit die gegener oder die polizei. 
","Uganda",FALSE,"HTML",FALSE,"Wasserschwein",TRUE,"Mars",FALSE,12,TRUE,"Bangladesch",FALSE,"Bein",FALSE,4,TRUE,"Hartzinn",FALSE,"Eisberg",FALSE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Niederschlag",FALSE,"Deep Blue",TRUE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,23,"Public policy and management","Français","männlich","im ersten Jahr","ich verstehe und weisse es nich","ich verstehe und weiss es nicht ","einfluss von meine selbswertung �über meine fahigkeit","nein",NA,"nein",NA,"nope","ja",81,22,50,15,21,70,66.6666666666667
"20181107-135910",119,"m",1,"Universitätsprofessor","Als Universitätsprofessor habe ich den gleichen Tagesablauf wie die meisten Menschen, die einer geregelten Arbeit nachgehen. Morgens aufstehen ins Büro (Universität), arbeiten,Mittagessen, arbeiten, nach Hause gehen. Der Unterschied ist aber, dass ichmich meist auch in meiner Freizeit mit meinem Studienfach beschäftige und viele Artikel etc. dazu lese. Desweiteren kann ich als typsiche Aktivitäten bemerken, dass ich sehr viel lese und schreibe. Zudem unterrichte ich Studenten, da ich als Universitätsprofessor nciht nur ienen Forschungs-, sondern auch einen Lehrauftrag haben. Meine typischen Persönlichektismerkmale sind wohl, dass ich eher analytisch bin, sehr von meinem fachbereich überzeugt bin und daher auch Spass habe an sehr denklastigen Aufgaben. Ansonsten unterscheide ich mich eigentlich nciht gross von allen anderen Berufen. Ich denke lesen und schreiben sind sicher Vorlieben, da ich nicht um das herumkomme. Zudem sollte ich Spass an Diskussionen unddem Argumentieren haben. Hobbys habe ich nciht unterschiedliche im Gegensatz zu allen anderen Menschen. 
","Botswana",TRUE,"HTML",FALSE,"Bisamratte",FALSE,"Uranus",FALSE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,10,FALSE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Thought",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,29,TRUE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,26,"PMP","Deutsch","männlich","im ersten Jahr","PMP","PMP","Es ging in irgendeiner Art und Weise um die Zeit. Bspw. Verhältnis von nicht genutzter Zeit und genutzter Zeit, also bspw. wie lange von den 5 Minuten nichts geschrieben wurde oder wie lange man nachdenken musste etc.
","nein",NA,"nein",NA,"Ich habe die Studien gar nicht in so eine enge Verbindung gesetzt. am Anfang war ich Uniprofessor und dann wieder ich ;-)","ja",50,15,60,19,21,70,66.6666666666667
"20181107-140207",120,"m",1,"Universitätsprofessor","Mein Tag w��urde ganz normal aussehen. Am Morgen komm ich am B�uro an, rede kurz mit meinen Kollegen, uber leichte Subjekte wie Sport, Familie, Ausgang usw... und wurde auch uber die Fäche reden, was Heute am  Tag steht, welche Studente gut sind, ob im Fach es neuichkeiten git (Forschung,...). Das ganze mit einen Kaffee und Croissant Dann wurde es die Vorstellungen geben die ich woche ndelich machen muss. Ich wurde viel lesen und mich uber die Infos (politik,...) informieren und nachschauen das ich am Punkt bleibe. Sport wie rennen yoga 
","Uganda",FALSE,"HTML",FALSE,"Biber",FALSE,"Uranus",FALSE,15,FALSE,"Indien",TRUE,"Bein",FALSE,4,TRUE,"Bronze",TRUE,"Säule",FALSE,"Isotherme",FALSE,20,FALSE,10,FALSE,360,FALSE,"Mars",FALSE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Thought",FALSE,"Kontinentalfuß",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,30,FALSE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Lecithin",FALSE,"Frankreich",TRUE,24,"Master PMP","Franz�ösisch","männlich","im ersten Jahr","Hab es vergessen","Cognitiv","Die Aufmerksamkeit","nein",NA,"nein",NA,"n/a","ja",40,15,60,18,13,43.3333333333333,33.3333333333333
"20181107-140620",121,"m",0,"Fußballhooligan","Mein Tagesablauf beginnt Wochentags wie bei allen normalen Werktätigen, ich gehe auch einer normalen Arbeit nach, ich verdiene nicht super und habe manchmal einen Hass auf meinen Arbeitgeber oder auf den Staat. Nach Feierabend gönne ich mir öfters ein oder zwei Bier und bin selten Zuahuse. Da ich aber alleine Wohne ist dies kein Problem. Dabei kann es auch schon mal Aggressiver zu und her gehen, wie insbesondere auch am Wochenende, zum Beispiel vor einem F�ussballmatch. Da ich leicht Aggresiv werde und keine grosse Hemmung vor <Gewalt gegen Personen und Sachen habe, bin ich es mir gew�öhnt, mir Respekt durch Gewalt zu verschaffen.
","Uganda",FALSE,"ASCII",TRUE,"Wasserschwein",TRUE,"Mars",FALSE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalabhang",FALSE,"Republik",FALSE,"Penicillin",TRUE,"Salvador Dali",FALSE,29,TRUE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,22,"Master of Law","Deutsch","männlich","im ersten Jahr","Psychologie","Psychologie","Keine Ahnung","ja",NA,"nein",NA,"Nein","ja",80,26,24,10,21,70,100
"20181107-154128",122,"f",1,"Universitätsprofessor","Ich habe mein ganzes Leben meiner universitären Ausbildung gewidmet, auf die ich sehr stolz bin. Ich hatte schon als Student das Ziel, es weit zu bringen und einen Titel als professor zu erlangen. Da ich ein ehrgeiziger, extravertierter und kommunikativer Typ bin, passt die Arbeit als Professor sehr gut zu mir. Mein Tagesablauf ist nach vielen Jahren in Forschung und Lehre nicht allzu streng, da ich viel Erfahrung und issen gesammelt habe. Ich stehe morgens nicht sehr früh auf, denn ich muss für die erste Vorlesung erst um 10 uhr in der Uni sein. Abgesehen von den Vorlesungen, in denen ich sehr routiniert bin, muss ich viel Zeit in die Forschungsarbeiten meiner Abteilung investieren. 
Mei beruf ist meinHobby, ich liebe die Forschung! 
","Botswana",TRUE,"WordPad",FALSE,"Wasserschwein",TRUE,"Erde",TRUE,6,FALSE,"Philippinen",FALSE,"Arm",TRUE,6,FALSE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,120,FALSE,"Venus",TRUE,"Boris Jeltsin",FALSE,"Druck",FALSE,"Blue Knight",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Röntgenstrahlen",FALSE,"Salvador Dali",FALSE,31,FALSE,"In der Nase",FALSE,"Sibirien",TRUE,"Saturn",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,24,"psychologie","Deutsch","weiblich","vier Jahre oder mehr","sozialpsychologie","KWM","keine Ahnung","nein",NA,"nein",NA,"nein","ja",48,12,73,24,17,56.6666666666667,33.3333333333333
"20181107-162050",123,"f",0,"Fußballhooligan","An normalen Wochentagen unterscheide ich mich nicht gross von meinen Mitmenschen. Dies sieht an Matchtagen anders aus. Ich treffe mich mit meinen""Hooligan-Freunden"" und wir treffen Vorbereitungen (Pläne schmieden, evtl. etwas ins Stadion schmuggeln, Plakate entwerfen) und trinken bereits die ersten Gläser Alkohol.
Ich bin eine sehr extrovertierte Person und habe somit nichts dagegen, im Mittelpunkt zu stehen. Ich gebe es ungern zu, aber ich bin gleichzeitig auch sehr unsicher und überspiele dies mit meinem Verhalten. 
","Zaire",FALSE,"ASCII",TRUE,"Biber",FALSE,"Mars",FALSE,8,FALSE,"Pakistan",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Nikita Chruschtschow",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,29,TRUE,"Im Rachen",TRUE,"Sibirien",TRUE,"Saturn",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,23,"Psychologie","Deutsch","weiblich","vier Jahre oder mehr","Sozialpsychologie","?","Keine Ahnung","ja",NA,"nein",NA,"-","ja",75,18,50,15,20,66.6666666666667,100
"20181107-171247",124,"f",0,"Fußballhooligan","Mein Tagesablauf sieht so aus, dass ich durch die Woche meiner Arbeit nachgehe. Am Abend treffe ich mich ab und zu gerne noch mit meinen Kumpels auf ein Bier. Am Wochenende bin ich vor allem an Fussballspielen anzutreffen. Ich habe ganz klar einen Lieblingsverein, von welchem ich mir alle Spiele anschaue, egal wo sie stattfinden. Ich lebe alleine und habe keine Freundin. Ich bin gerne mit meinen Kumpels unterwegs, welche sich für den gleichen Verein begeistern wie ich. Selber spiele ich auch Fussball, jedoch nur in der 4.Liga. Sonst mache ich noch ab und zu Kraftsport, betätige mich aber auch auf der Ari
","Zaire",FALSE,"HTML",FALSE,"Biber",FALSE,"Pluto",FALSE,8,FALSE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Merkur",FALSE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,30,FALSE,"In der Nase",FALSE,"Sibirien",TRUE,"Saturn",FALSE,"Beethoven",FALSE,"Relative Luftfeuchtigkeit",FALSE,"Kollagen",FALSE,"Frankreich",TRUE,26,"Psychologie","Deutsch","weiblich","vier Jahre oder mehr","Sport","Weltraum","keine Ahnung
","ja",NA,"ja",NA,"nein","ja",69,21,50,15,14,46.6666666666667,66.6666666666667
"20181109-124733",125,"f",1,"Universitätsprofessor","Ich stehe Morgens früh auf und ziehe mir einen Anzug an. Auf dem Weg zur Universität lese ich die NZZ, den Bund oder die Zeit. Ich halte im Verlaufe des Tages viele Vorträge für Studierende. In der Pause treffe ich einen anderen Professor, der in einem verwandtem Themenbereich Arbeitet und trinke mit ihm einen Kaffe. Ich habe eine erfolgreiche Karriere hinter mir und bin an verschiedenen Forschungen beteiligt. Ich interessiere mich vor allem für mein Spezialgebiet. Zu diesem mache ich auch häufig Au
","Zimbabwe",FALSE,"HTML",FALSE,"Bisamratte",FALSE,"Mars",FALSE,12,TRUE,"Indien",TRUE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Eisberg",FALSE,"Isobare",TRUE,21,TRUE,20,TRUE,120,FALSE,"Merkur",FALSE,"Michail Gorbatschow",TRUE,"Druck",FALSE,"Deep Blue",TRUE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Henri Matisse",FALSE,30,FALSE,"In der Lunge",FALSE,"Sibirien",TRUE,"Saturn",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,18,"Rechtswissenschaften","Deutsch","weiblich","im zweiten Jahr","Sozialpsychologie","Kognition, Wahrnehmung, Methodenlehre","Keine Ahnung","nein",NA,"nein",NA,"Nein","ja",30,15,65,20,18,60,66.6666666666667
"20181109-124120",127,"m",1,"Universitätsprofessor","Ich stehe täglich um 5:00 Morgens auf. Lese während dem Frühstück die Zeitung. Gehe dann zur Uni in mein Büro. 1-2 Vorlesungen. Diskussionen am Mittagstisch. Ich lese viel und schreibe an verschiedenen Artikeln für Fachzeitschriften. Ich bin organisiert, streng, lege viel Wert auf Wissen und bin Diskussionsfreudig. Ich lege definitiv wert auf meinen Status als Professor. Ich sammle gerne Briefmarken als Hobby. Ich reise auch gerne.Natürlich gebe ich auch gern vor meinen Studenten mit meinem Wissen an.Abends schreibe ich dann an meinen Memoiren aber mit einem besseren Computer. Dieser hier spinnt ein wenig... Oder ist das das Experiment.....?
","Botswana",TRUE,"ASCII",TRUE,"Nutria",FALSE,"Erde",TRUE,8,FALSE,"Pakistan",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,10,FALSE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Mozart",FALSE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,27,"Recht","Deutsch","männlich","kein Student","kognitiv","kognitiv","Verhalten unter Zeitdruck","nein",NA,"nein",NA,"nö","ja",30,8,85,25,21,70,33.3333333333333
"20181109-124824",128,"f",0,"Fußballhooligan","Mein Tagesablauf ist nicht anders als derjenige anderer jungen Männern. Tagsüber gehe ich meinem Beruf nach, gehe gerne mit Freunden aus oder lade die Jungs dazu ein bei mir FIFA zu spielen oder das gerade anliegende Spiel meines Lieblingsvereins oder eienr der Chamionsleague Spiele zu schauen. Gerne trinken wir dbei exzessiv Bier. 
Als typische Aktivitäten würde ich sagen, gehe ich nicht viel anderem nach a��ls andere junge Männer. Gern treffe ich meine Freundin oder spiele online ooder direkt mit meinen Freunden Videospiele, nur iost es bei mir primär FIFA. Auch muss ich putzen oder ähliches wie jeder andere. 
Als typische Eigenschaften von mir würde ich sagen, ichbin selbstbewusst, stark und ein bisschen ein Macho. Mein Hobbys sind wie erwähnt primär der Fussball, aber auch anderes. 
","Botswana",TRUE,"HTML",FALSE,"Bisamratte",FALSE,"Erde",TRUE,8,FALSE,"Pakistan",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Eisberg",FALSE,"Isobare",TRUE,21,TRUE,10,FALSE,180,TRUE,"Venus",TRUE,"Alexander Popow",FALSE,"Strahlung",TRUE,"King Blue",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Röntgenstrahlen",FALSE,"Henri Matisse",FALSE,29,TRUE,"In der Wirbelsäule",FALSE,"Sibirien",TRUE,"Neptun",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,22,"Rechtswissenschaften","Deutsch","weiblich","im zweiten Jahr","Verhaltenspsychologie","Kognitive Fähigkeiten","Studie 1: Einschätzungen eines Dritten bezüglich Gesellschaftsgruppen, welche als problematisch angesehen werden
Studie 2: Kognitive Fähigkeiten ermitteln ","nein",NA,"nein",NA,"Nein","ja",81,20,50,15,16,53.3333333333333,66.6666666666667
"20181109-133313",129,"m",0,"Fußballhooligan","Als  Hooligan habe ich einen Job und muss während der Woche meinen Lebensunterhalt verdienen. Am Wochenende treffe ich meine Kollegen und bereite mich auf das Spiel vor. Ab da gilt meine ganze Aufmerksamkeit dem Spiel. Ich widme meine Zeit der Vorbereitung fürs Spiel. Während dem Spiel tue ich alles für mein Team und gebe Vollgas. Es ist meine oberste Priorität, dass mein Verein gewinnt und dafür untersütze ich ihn mit voller Kraft. Da ich weiss, dass meine Kollegen auch so denken und alles für de Verein geben würden gehören die meisten von ihnen zu meinen besten Freunden. Nach dem Spiel ist für mich das Highlight. Als Hooligan kann ich mir es nicht bieten lassen mich von gegenerischen Fans runtermachen zu lassen. Ich gebe alles um meinen Verein zu verteig
","Uganda",FALSE,"HTML",FALSE,"Wasserschwein",TRUE,"Mars",FALSE,12,TRUE,"Indien",TRUE,"Arm",TRUE,9,FALSE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Mars",FALSE,"Boris Jeltsin",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Paul Cezanne",FALSE,28,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Händel",FALSE,"Luftdruck",TRUE,"Lecithin",FALSE,"Frankreich",TRUE,22,"Geschichte","Slowakisch","männlich","im ersten Jahr","Verhalten","Wahrnehmung Kommunikation","Wie die Wahrnehmung auf das Verhalten abzielt","ja",NA,"nein",NA,"Nein","ja",50,20,50,17,17,56.6666666666667,33.3333333333333
"20181109-132424",130,"m",0,"Fußballhooligan","Ich führe ein unaufgeregtes Leben und langweile mich in meinen Beruf. Hobbies, die mich begeistern habe ich eher nicht. Ausser natürlich die Fussballspiele, der BSC Youngboys, welche ich regelmässig besuche. Ich verpasse keinen Match und bin 100% loyal zu meinem Verein. Wir sind die geilsten und alle anderen sind Modefans. Wer sich mit uns anlegt bekommt Probleme. Wir sind rücksichtslos und asozial und suchen den Kick bei gewalttätigen Auseinandersetzungen. Dieser Adrenalinrausch in der Gruppe ist absolut super. Alleine fühle ich mich aber schwach und habe ein tiefes Selbstwertgefühl. Ich brauche die Bewunderung der gemässigten Fans und definiere mich selbst durch mein angsteinflössendes Hooliganimage. Anonsten schaue ich gerne TV und gehe in den Ausgang. Party und Saufen ist das geilste auf der Welt, ausser natürlich es ist Fussballmatch. In der dritten Halbzeit sind wir unschlagbar.
","Uganda",FALSE,"HTML",FALSE,"Bisamratte",FALSE,"Erde",TRUE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,10,FALSE,90,FALSE,"Mars",FALSE,"Michail Gorbatschow",TRUE,"Druck",FALSE,"Deep Blue",TRUE,"Kontinentalfuß",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,25,"Rechtswissenschaften","Deutsch","männlich","vier Jahre oder mehr","Sozialpsychologie","Humanpsychologie
","Vorstellungskraft und Einfluss auf Wissen","ja",NA,"nein",NA,"nein","ja",75,20,40,15,18,60,33.3333333333333
"20181109-132422",131,"f",0,"Fußballhooligan","Ich arbeite wahrscheinlich einen Job, bei dem ich schlecht verdiene und der körperlich anstrengend ist. Ich muss am Morgen früh aufstehen und fahre direkt mit dem Auto zur Arbeit. Nach dem anstrengenden Arbeitstag gehe ich in meine Lieblingskneipe und trinke ein paar Bier (ein paar zuviel). Danach gehe ich nach Hause und schaue evt. noch einen Fussballmatch im Fernsehen. Meine typischen Aktivitäten sind Bier trinken, Fussball schauen, Töff fahren und am PC gamen. Ich bin schnell gereizt und werde dann aggressiv v.�a. im Zusammenhang mit Alkohol. Meine Chraktereigensschaft ist, dass ich eigentlich unzufrieden bin und daran gerne anderen Menschen die Schuld gebe. Meine Vorlieben sind zziemlichklar: Fussba�ll, 
","Botswana",TRUE,"ASCII",TRUE,"Biber",FALSE,"Mars",FALSE,8,FALSE,"Pakistan",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalfuß",FALSE,"Faschismus",TRUE,"Röntgenstrahlen",FALSE,"Pablo Picasso",TRUE,29,TRUE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,23,"Rechtswissenschaften","Deutsch","weiblich","vier Jahre oder mehr","Sozialpsychologie","Psychologie","1) Empathie, 2) Zusammenhang zwischen Geschlecht, Alter, Studiengang und Allgemeinwissen","nein",NA,"nein",NA,"nein","ja",75,25,28,9,23,76.6666666666667,100
"20181109-143056",132,"f",0,"Fußballhooligan","Ich heisse Jürg und bin 54 Jahre alt. In meiner Freizeit schaue ich sehr gerne Fussball. Bayern München ist meine Lieblingsmannschaft und dementsprechend verfolge ich jeden Match und jedes Interview der Mannschaft. Wenn möglich, gehe ich auch gerne ins Stadion, um den Match zu sehen. Nach der Arbeit gehe ich meistens in ein Pub. Dort treffe ich meine Freunde, die ebenfalls Fussballfanatiker sind. Wir treffen uns 2-3x in der Woche dort und plaudern über dieses und jenes. Zuletzt landen wir jedoch immer beim Thema Fussball. Hitzige Diskussionen sind die Regel. Es wird mal laut, aber immer im freundlichen Rahmen. 
","Botswana",TRUE,"ASCII",TRUE,"Bisamratte",FALSE,"Mars",FALSE,8,FALSE,"Indien",TRUE,"Arm",TRUE,9,FALSE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Boris Jeltsin",FALSE,"Temperatur",FALSE,"Blue Knight",FALSE,"Kontinentalfuß",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,29,TRUE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,24,"Geographie","Malayalam","weiblich","vier Jahre oder mehr","Sozialpsychologie","Kognitionspsychologie","Keine Ahnung","ja",NA,"nein",NA,"nein
","ja",79,18,58,16,19,63.3333333333333,66.6666666666667
"20181109-142940",133,"m",1,"Universitätsprofessor","Morgens früh stehe ich auf und mache mich bereit für einen langen und intensiven Tag. Als erstes steht auf dem Tagesprogramm ein starker Kaffee mit viel Zucker, damit ich ja auch genug Energie habe für den Tag. Mit der S-Bahn fahre ich an die Universität und während der Fahrt versuche ich mich schon auf den langen Tag vorzubereiten. An der Universität angekommen, begebe ich mich in denVorlesungsaal und beginne mein  Themengebit möglichst interessant weiterzugeben. Jedoch ist es nicht einfach wenn mehr als 100 Schüler in einem Saal sind. Es ist mir persönlich viel zu fremd aber es ist nun mein Jo, den ihc so erfülle. Nach dem harten Tag habe ich nicht viel Zeit für ander Aktivitäten, trotzdem versuche ich am Abend gewissen Hobbys nachzugehen.        

  
","Uganda",FALSE,"HTML",FALSE,"Biber",FALSE,"Mars",FALSE,8,FALSE,"Bangladesch",FALSE,"Bein",FALSE,9,FALSE,"Messing",FALSE,"Welle",TRUE,"Isotherme",FALSE,21,TRUE,10,FALSE,180,TRUE,"Venus",TRUE,"Boris Jeltsin",FALSE,"Druck",FALSE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Stethoskop",FALSE,"Pablo Picasso",TRUE,29,TRUE,"In der Lunge",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Elastin",FALSE,"Frankreich",TRUE,21,"Betriebswirtschaft","Albanisch","männlich","im dritten Jahr","Sozialpsychologie","Kognitionspsychologie","Studien","nein",NA,"nein",NA,"Zu schwierig sich als Student in einen Universitätsprofessor einzusetzten. ","ja",21,4,81,26,12,40,33.3333333333333
